reading lang.rbnf
OK
check syntax and markup RBNF tokens
OK
RBNF tokens: 337
LEVEL_14:unary_oper:74 entry 77
LEVEL_14:unary_oper:74 77:"odd":0:0 = "w":234 FALSE
LEVEL_14:unary_oper:74 FALSE
LEVEL_13:condition:275 286:"expression"-->294 NON_TERMINAL
LEVEL_14:expression:294 entry 298
LEVEL_14:expression:294 298:"plus_minus"-->102 NON_TERMINAL
LEVEL_15:plus_minus:102 entry 105
LEVEL_15:plus_minus:102 105:"+":0:108 = "w":234 FALSE
LEVEL_15:plus_minus:102 108:"-":0:0 = "w":234 FALSE
LEVEL_15:plus_minus:102 FALSE
LEVEL_14:expression:294 302:"term"-->311 NON_TERMINAL
LEVEL_15:term:311 entry 314
LEVEL_15:term:311 314:"factor"-->323 NON_TERMINAL
LEVEL_16:factor:323 entry 326
LEVEL_16:factor:323 326:"name"-->39 NON_TERMINAL
LEVEL_17:name:39 entry 42
LEVEL_17:name:39 42:EXCLUDE_ON:44:0
LEVEL_17:name:39 44:"reserved_words"-->49 NON_TERMINAL
LEVEL_18:reserved_words:49 entry 52
LEVEL_18:reserved_words:49 52:"const":0:54 = "w":234 FALSE
LEVEL_18:reserved_words:49 54:"var":0:56 = "w":234 FALSE
LEVEL_18:reserved_words:49 56:"procedure":0:58 = "w":234 FALSE
LEVEL_18:reserved_words:49 58:"call":0:60 = "w":234 FALSE
LEVEL_18:reserved_words:49 60:"begin":0:62 = "w":234 FALSE
LEVEL_18:reserved_words:49 62:"end":0:64 = "w":234 FALSE
LEVEL_18:reserved_words:49 64:"if":0:66 = "w":234 FALSE
LEVEL_18:reserved_words:49 66:"then":0:68 = "w":234 FALSE
LEVEL_18:reserved_words:49 68:"while":0:70 = "w":234 FALSE
LEVEL_18:reserved_words:49 70:"do":0:0 = "w":234 FALSE
LEVEL_18:reserved_words:49 FALSE
LEVEL_17:name:39 46:EXCLUDE_OFF:0:0
LEVEL_17:name:39 TRUE
LEVEL_16:factor:323 TRUE
LEVEL_15:term:311 317:"mul_div"-->112 NON_TERMINAL
LEVEL_16:mul_div:112 entry 115
LEVEL_16:mul_div:112 115:"*":0:118 = "<=":235 FALSE
LEVEL_16:mul_div:112 118:"/":0:0 = "<=":235 FALSE
LEVEL_16:mul_div:112 FALSE
LEVEL_15:term:311 TRUE
LEVEL_14:expression:294 305:"plus_minus"-->102 NON_TERMINAL
LEVEL_15:plus_minus:102 entry 105
LEVEL_15:plus_minus:102 105:"+":0:108 = "<=":235 FALSE
LEVEL_15:plus_minus:102 108:"-":0:0 = "<=":235 FALSE
LEVEL_15:plus_minus:102 FALSE
LEVEL_14:expression:294 TRUE
LEVEL_13:condition:275 288:"binary_oper"-->80 NON_TERMINAL
LEVEL_14:binary_oper:80 entry 83
LEVEL_14:binary_oper:80 83:"=":0:86 = "<=":235 FALSE
LEVEL_14:binary_oper:80 86:"<>":0:89 = "<=":235 FALSE
LEVEL_14:binary_oper:80 89:"<":0:92 = "<=":235 FALSE
LEVEL_14:binary_oper:80 92:">":0:95 = "<=":235 FALSE
LEVEL_14:binary_oper:80 95:"<=":0:98 = "<=":235 TRUE
LEVEL_14:binary_oper:80 TRUE
LEVEL_13:condition:275 290:"expression"-->294 NON_TERMINAL
LEVEL_14:expression:294 entry 298
LEVEL_14:expression:294 298:"plus_minus"-->102 NON_TERMINAL
LEVEL_15:plus_minus:102 entry 105
LEVEL_15:plus_minus:102 105:"+":0:108 = "r":236 FALSE
LEVEL_15:plus_minus:102 108:"-":0:0 = "r":236 FALSE
LEVEL_15:plus_minus:102 FALSE
LEVEL_14:expression:294 302:"term"-->311 NON_TERMINAL
LEVEL_15:term:311 entry 314
LEVEL_15:term:311 314:"factor"-->323 NON_TERMINAL
LEVEL_16:factor:323 entry 326
LEVEL_16:factor:323 326:"name"-->39 NON_TERMINAL
LEVEL_17:name:39 entry 42
LEVEL_17:name:39 42:EXCLUDE_ON:44:0
LEVEL_17:name:39 44:"reserved_words"-->49 NON_TERMINAL
LEVEL_18:reserved_words:49 entry 52
LEVEL_18:reserved_words:49 52:"const":0:54 = "r":236 FALSE
LEVEL_18:reserved_words:49 54:"var":0:56 = "r":236 FALSE
LEVEL_18:reserved_words:49 56:"procedure":0:58 = "r":236 FALSE
LEVEL_18:reserved_words:49 58:"call":0:60 = "r":236 FALSE
LEVEL_18:reserved_words:49 60:"begin":0:62 = "r":236 FALSE
LEVEL_18:reserved_words:49 62:"end":0:64 = "r":236 FALSE
LEVEL_18:reserved_words:49 64:"if":0:66 = "r":236 FALSE
LEVEL_18:reserved_words:49 66:"then":0:68 = "r":236 FALSE
LEVEL_18:reserved_words:49 68:"while":0:70 = "r":236 FALSE
LEVEL_18:reserved_words:49 70:"do":0:0 = "r":236 FALSE
LEVEL_18:reserved_words:49 FALSE
LEVEL_17:name:39 46:EXCLUDE_OFF:0:0
LEVEL_17:name:39 TRUE
LEVEL_16:factor:323 TRUE
LEVEL_15:term:311 317:"mul_div"-->112 NON_TERMINAL
LEVEL_16:mul_div:112 entry 115
LEVEL_16:mul_div:112 115:"*":0:118 = "then":238 FALSE
LEVEL_16:mul_div:112 118:"/":0:0 = "then":238 FALSE
LEVEL_16:mul_div:112 FALSE
LEVEL_15:term:311 TRUE
LEVEL_14:expression:294 305:"plus_minus"-->102 NON_TERMINAL
LEVEL_15:plus_minus:102 entry 105
LEVEL_15:plus_minus:102 105:"+":0:108 = "then":238 FALSE
LEVEL_15:plus_minus:102 108:"-":0:0 = "then":238 FALSE
LEVEL_15:plus_minus:102 FALSE
LEVEL_14:expression:294 TRUE
LEVEL_13:condition:275 TRUE
LEVEL_12:operator_content:198 247:"then":249:0 = "then":238 TRUE
LEVEL_12:operator_content:198 249:"operator"-->264 NON_TERMINAL
LEVEL_13:operator:264 entry 269
LEVEL_13:operator:264 269:"operator_content"-->198 NON_TERMINAL
LEVEL_14:operator_content:198 entry 204
LEVEL_14:operator_content:198 204:"name"-->39 NON_TERMINAL
LEVEL_15:name:39 entry 42
LEVEL_15:name:39 42:EXCLUDE_ON:44:0
LEVEL_15:name:39 44:"reserved_words"-->49 NON_TERMINAL
LEVEL_16:reserved_words:49 entry 52
LEVEL_16:reserved_words:49 52:"const":0:54 = "begin":240 FALSE
LEVEL_16:reserved_words:49 54:"var":0:56 = "begin":240 FALSE
LEVEL_16:reserved_words:49 56:"procedure":0:58 = "begin":240 FALSE
LEVEL_16:reserved_words:49 58:"call":0:60 = "begin":240 FALSE
LEVEL_16:reserved_words:49 60:"begin":0:62 = "begin":240 TRUE
LEVEL_16:reserved_words:49 TRUE
LEVEL_15:name:39 FALSE
LEVEL_14:operator_content:198 217:"call":219:228 = "begin":240 FALSE
LEVEL_14:operator_content:198 228:"begin":230:243 = "begin":240 TRUE
LEVEL_14:operator_content:198 230:"operator"-->264 NON_TERMINAL
LEVEL_15:operator:264 entry 269
LEVEL_15:operator:264 269:"operator_content"-->198 NON_TERMINAL
LEVEL_16:operator_content:198 entry 204
LEVEL_16:operator_content:198 204:"name"-->39 NON_TERMINAL
LEVEL_17:name:39 entry 42
LEVEL_17:name:39 42:EXCLUDE_ON:44:0
LEVEL_17:name:39 44:"reserved_words"-->49 NON_TERMINAL
LEVEL_18:reserved_words:49 entry 52
LEVEL_18:reserved_words:49 52:"const":0:54 = "r":242 FALSE
LEVEL_18:reserved_words:49 54:"var":0:56 = "r":242 FALSE
LEVEL_18:reserved_words:49 56:"procedure":0:58 = "r":242 FALSE
LEVEL_18:reserved_words:49 58:"call":0:60 = "r":242 FALSE
LEVEL_18:reserved_words:49 60:"begin":0:62 = "r":242 FALSE
LEVEL_18:reserved_words:49 62:"end":0:64 = "r":242 FALSE
LEVEL_18:reserved_words:49 64:"if":0:66 = "r":242 FALSE
LEVEL_18:reserved_words:49 66:"then":0:68 = "r":242 FALSE
LEVEL_18:reserved_words:49 68:"while":0:70 = "r":242 FALSE
LEVEL_18:reserved_words:49 70:"do":0:0 = "r":242 FALSE
LEVEL_18:reserved_words:49 FALSE
LEVEL_17:name:39 46:EXCLUDE_OFF:0:0
LEVEL_17:name:39 TRUE
SEMANTIC_TOKEN AT 206: SEM_LET
LEVEL_16:operator_content:198 208:":=":210:0 = ":=":243 SEMANTIC DECODE: SEM_LET=":="
 TRUE
SEMANTIC_TOKEN AT 210: SEM_DONE
LEVEL_16:operator_content:198 212:"expression"-->294 NON_TERMINAL
LEVEL_17:expression:294 entry 298
LEVEL_17:expression:294 298:"plus_minus"-->102 NON_TERMINAL
LEVEL_18:plus_minus:102 entry 105
LEVEL_18:plus_minus:102 105:"+":0:108 = "r":244 FALSE
LEVEL_18:plus_minus:102 108:"-":0:0 = "r":244 FALSE
LEVEL_18:plus_minus:102 FALSE
LEVEL_17:expression:294 302:"term"-->311 NON_TERMINAL
LEVEL_18:term:311 entry 314
LEVEL_18:term:311 314:"factor"-->323 NON_TERMINAL
LEVEL_19:factor:323 entry 326
LEVEL_19:factor:323 326:"name"-->39 NON_TERMINAL
LEVEL_20:name:39 entry 42
LEVEL_20:name:39 42:EXCLUDE_ON:44:0
LEVEL_20:name:39 44:"reserved_words"-->49 NON_TERMINAL
LEVEL_21:reserved_words:49 entry 52
LEVEL_21:reserved_words:49 52:"const":0:54 = "r":244 FALSE
LEVEL_21:reserved_words:49 54:"var":0:56 = "r":244 FALSE
LEVEL_21:reserved_words:49 56:"procedure":0:58 = "r":244 FALSE
LEVEL_21:reserved_words:49 58:"call":0:60 = "r":244 FALSE
LEVEL_21:reserved_words:49 60:"begin":0:62 = "r":244 FALSE
LEVEL_21:reserved_words:49 62:"end":0:64 = "r":244 FALSE
LEVEL_21:reserved_words:49 64:"if":0:66 = "r":244 FALSE
LEVEL_21:reserved_words:49 66:"then":0:68 = "r":244 FALSE
LEVEL_21:reserved_words:49 68:"while":0:70 = "r":244 FALSE
LEVEL_21:reserved_words:49 70:"do":0:0 = "r":244 FALSE
LEVEL_21:reserved_words:49 FALSE
LEVEL_20:name:39 46:EXCLUDE_OFF:0:0
LEVEL_20:name:39 TRUE
LEVEL_19:factor:323 TRUE
LEVEL_18:term:311 317:"mul_div"-->112 NON_TERMINAL
LEVEL_19:mul_div:112 entry 115
LEVEL_19:mul_div:112 115:"*":0:118 = "-":245 FALSE
LEVEL_19:mul_div:112 118:"/":0:0 = "-":245 FALSE
LEVEL_19:mul_div:112 FALSE
LEVEL_18:term:311 TRUE
LEVEL_17:expression:294 305:"plus_minus"-->102 NON_TERMINAL
LEVEL_18:plus_minus:102 entry 105
LEVEL_18:plus_minus:102 105:"+":0:108 = "-":245 FALSE
LEVEL_18:plus_minus:102 108:"-":0:0 = "-":245 TRUE
LEVEL_18:plus_minus:102 TRUE
LEVEL_17:expression:294 307:"term"-->311 NON_TERMINAL
LEVEL_18:term:311 entry 314
LEVEL_18:term:311 314:"factor"-->323 NON_TERMINAL
LEVEL_19:factor:323 entry 326
LEVEL_19:factor:323 326:"name"-->39 NON_TERMINAL
LEVEL_20:name:39 entry 42
LEVEL_20:name:39 42:EXCLUDE_ON:44:0
LEVEL_20:name:39 44:"reserved_words"-->49 NON_TERMINAL
LEVEL_21:reserved_words:49 entry 52
LEVEL_21:reserved_words:49 52:"const":0:54 = "w":246 FALSE
LEVEL_21:reserved_words:49 54:"var":0:56 = "w":246 FALSE
LEVEL_21:reserved_words:49 56:"procedure":0:58 = "w":246 FALSE
LEVEL_21:reserved_words:49 58:"call":0:60 = "w":246 FALSE
LEVEL_21:reserved_words:49 60:"begin":0:62 = "w":246 FALSE
LEVEL_21:reserved_words:49 62:"end":0:64 = "w":246 FALSE
LEVEL_21:reserved_words:49 64:"if":0:66 = "w":246 FALSE
LEVEL_21:reserved_words:49 66:"then":0:68 = "w":246 FALSE
LEVEL_21:reserved_words:49 68:"while":0:70 = "w":246 FALSE
LEVEL_21:reserved_words:49 70:"do":0:0 = "w":246 FALSE
LEVEL_21:reserved_words:49 FALSE
LEVEL_20:name:39 46:EXCLUDE_OFF:0:0
LEVEL_20:name:39 TRUE
LEVEL_19:factor:323 TRUE
LEVEL_18:term:311 317:"mul_div"-->112 NON_TERMINAL
LEVEL_19:mul_div:112 entry 115
LEVEL_19:mul_div:112 115:"*":0:118 = ";":247 FALSE
LEVEL_19:mul_div:112 118:"/":0:0 = ";":247 FALSE
LEVEL_19:mul_div:112 FALSE
LEVEL_18:term:311 TRUE
LEVEL_17:expression:294 305:"plus_minus"-->102 NON_TERMINAL
LEVEL_18:plus_minus:102 entry 105
LEVEL_18:plus_minus:102 105:"+":0:108 = ";":247 FALSE
LEVEL_18:plus_minus:102 108:"-":0:0 = ";":247 FALSE
LEVEL_18:plus_minus:102 FALSE
LEVEL_17:expression:294 TRUE
LEVEL_16:operator_content:198 TRUE
LEVEL_15:operator:264 TRUE
LEVEL_14:operator_content:198 233:";":235:238 = ";":247 TRUE
LEVEL_14:operator_content:198 235:"operator"-->264 NON_TERMINAL
LEVEL_15:operator:264 entry 269
LEVEL_15:operator:264 269:"operator_content"-->198 NON_TERMINAL
LEVEL_16:operator_content:198 entry 204
LEVEL_16:operator_content:198 204:"name"-->39 NON_TERMINAL
LEVEL_17:name:39 entry 42
LEVEL_17:name:39 42:EXCLUDE_ON:44:0
LEVEL_17:name:39 44:"reserved_words"-->49 NON_TERMINAL
LEVEL_18:reserved_words:49 entry 52
LEVEL_18:reserved_words:49 52:"const":0:54 = "q":249 FALSE
LEVEL_18:reserved_words:49 54:"var":0:56 = "q":249 FALSE
LEVEL_18:reserved_words:49 56:"procedure":0:58 = "q":249 FALSE
LEVEL_18:reserved_words:49 58:"call":0:60 = "q":249 FALSE
LEVEL_18:reserved_words:49 60:"begin":0:62 = "q":249 FALSE
LEVEL_18:reserved_words:49 62:"end":0:64 = "q":249 FALSE
LEVEL_18:reserved_words:49 64:"if":0:66 = "q":249 FALSE
LEVEL_18:reserved_words:49 66:"then":0:68 = "q":249 FALSE
LEVEL_18:reserved_words:49 68:"while":0:70 = "q":249 FALSE
LEVEL_18:reserved_words:49 70:"do":0:0 = "q":249 FALSE
LEVEL_18:reserved_words:49 FALSE
LEVEL_17:name:39 46:EXCLUDE_OFF:0:0
LEVEL_17:name:39 TRUE
SEMANTIC_TOKEN AT 206: SEM_LET
LEVEL_16:operator_content:198 208:":=":210:0 = ":=":250 SEMANTIC DECODE: SEM_LET=":="
 TRUE
SEMANTIC_TOKEN AT 210: SEM_DONE
LEVEL_16:operator_content:198 212:"expression"-->294 NON_TERMINAL
LEVEL_17:expression:294 entry 298
LEVEL_17:expression:294 298:"plus_minus"-->102 NON_TERMINAL
LEVEL_18:plus_minus:102 entry 105
LEVEL_18:plus_minus:102 105:"+":0:108 = "q":251 FALSE
LEVEL_18:plus_minus:102 108:"-":0:0 = "q":251 FALSE
LEVEL_18:plus_minus:102 FALSE
LEVEL_17:expression:294 302:"term"-->311 NON_TERMINAL
LEVEL_18:term:311 entry 314
LEVEL_18:term:311 314:"factor"-->323 NON_TERMINAL
LEVEL_19:factor:323 entry 326
LEVEL_19:factor:323 326:"name"-->39 NON_TERMINAL
LEVEL_20:name:39 entry 42
LEVEL_20:name:39 42:EXCLUDE_ON:44:0
LEVEL_20:name:39 44:"reserved_words"-->49 NON_TERMINAL
LEVEL_21:reserved_words:49 entry 52
LEVEL_21:reserved_words:49 52:"const":0:54 = "q":251 FALSE
LEVEL_21:reserved_words:49 54:"var":0:56 = "q":251 FALSE
LEVEL_21:reserved_words:49 56:"procedure":0:58 = "q":251 FALSE
LEVEL_21:reserved_words:49 58:"call":0:60 = "q":251 FALSE
LEVEL_21:reserved_words:49 60:"begin":0:62 = "q":251 FALSE
LEVEL_21:reserved_words:49 62:"end":0:64 = "q":251 FALSE
LEVEL_21:reserved_words:49 64:"if":0:66 = "q":251 FALSE
LEVEL_21:reserved_words:49 66:"then":0:68 = "q":251 FALSE
LEVEL_21:reserved_words:49 68:"while":0:70 = "q":251 FALSE
LEVEL_21:reserved_words:49 70:"do":0:0 = "q":251 FALSE
LEVEL_21:reserved_words:49 FALSE
LEVEL_20:name:39 46:EXCLUDE_OFF:0:0
LEVEL_20:name:39 TRUE
LEVEL_19:factor:323 TRUE
LEVEL_18:term:311 317:"mul_div"-->112 NON_TERMINAL
LEVEL_19:mul_div:112 entry 115
LEVEL_19:mul_div:112 115:"*":0:118 = "+":252 FALSE
LEVEL_19:mul_div:112 118:"/":0:0 = "+":252 FALSE
LEVEL_19:mul_div:112 FALSE
LEVEL_18:term:311 TRUE
LEVEL_17:expression:294 305:"plus_minus"-->102 NON_TERMINAL
LEVEL_18:plus_minus:102 entry 105
LEVEL_18:plus_minus:102 105:"+":0:108 = "+":252 TRUE
LEVEL_18:plus_minus:102 TRUE
LEVEL_17:expression:294 307:"term"-->311 NON_TERMINAL
LEVEL_18:term:311 entry 314
LEVEL_18:term:311 314:"factor"-->323 NON_TERMINAL
LEVEL_19:factor:323 entry 326
LEVEL_19:factor:323 326:"name"-->39 NON_TERMINAL
LEVEL_20:name:39 entry 42
LEVEL_20:name:39 42:EXCLUDE_ON:44:0
LEVEL_20:name:39 44:"reserved_words"-->49 NON_TERMINAL
LEVEL_21:reserved_words:49 entry 52
LEVEL_21:reserved_words:49 52:"const":0:54 = "1":253 FALSE
LEVEL_21:reserved_words:49 54:"var":0:56 = "1":253 FALSE
LEVEL_21:reserved_words:49 56:"procedure":0:58 = "1":253 FALSE
LEVEL_21:reserved_words:49 58:"call":0:60 = "1":253 FALSE
LEVEL_21:reserved_words:49 60:"begin":0:62 = "1":253 FALSE
LEVEL_21:reserved_words:49 62:"end":0:64 = "1":253 FALSE
LEVEL_21:reserved_words:49 64:"if":0:66 = "1":253 FALSE
LEVEL_21:reserved_words:49 66:"then":0:68 = "1":253 FALSE
LEVEL_21:reserved_words:49 68:"while":0:70 = "1":253 FALSE
LEVEL_21:reserved_words:49 70:"do":0:0 = "1":253 FALSE
LEVEL_21:reserved_words:49 FALSE
LEVEL_20:name:39 46:EXCLUDE_OFF:0:0
LEVEL_20:name:39 TRUE
LEVEL_19:factor:323 TRUE
LEVEL_18:term:311 317:"mul_div"-->112 NON_TERMINAL
LEVEL_19:mul_div:112 entry 115
LEVEL_19:mul_div:112 115:"*":0:118 = ";":254 FALSE
LEVEL_19:mul_div:112 118:"/":0:0 = ";":254 FALSE
LEVEL_19:mul_div:112 FALSE
LEVEL_18:term:311 TRUE
LEVEL_17:expression:294 305:"plus_minus"-->102 NON_TERMINAL
LEVEL_18:plus_minus:102 entry 105
LEVEL_18:plus_minus:102 105:"+":0:108 = ";":254 FALSE
LEVEL_18:plus_minus:102 108:"-":0:0 = ";":254 FALSE
LEVEL_18:plus_minus:102 FALSE
LEVEL_17:expression:294 TRUE
LEVEL_16:operator_content:198 TRUE
LEVEL_15:operator:264 TRUE
LEVEL_14:operator_content:198 233:";":235:238 = ";":254 TRUE
LEVEL_14:operator_content:198 235:"operator"-->264 NON_TERMINAL
LEVEL_15:operator:264 entry 269
LEVEL_15:operator:264 269:"operator_content"-->198 NON_TERMINAL
LEVEL_16:operator_content:198 entry 204
LEVEL_16:operator_content:198 204:"name"-->39 NON_TERMINAL
LEVEL_17:name:39 entry 42
LEVEL_17:name:39 42:EXCLUDE_ON:44:0
LEVEL_17:name:39 44:"reserved_words"-->49 NON_TERMINAL
LEVEL_18:reserved_words:49 entry 52
LEVEL_18:reserved_words:49 52:"const":0:54 = "end":256 FALSE
LEVEL_18:reserved_words:49 54:"var":0:56 = "end":256 FALSE
LEVEL_18:reserved_words:49 56:"procedure":0:58 = "end":256 FALSE
LEVEL_18:reserved_words:49 58:"call":0:60 = "end":256 FALSE
LEVEL_18:reserved_words:49 60:"begin":0:62 = "end":256 FALSE
LEVEL_18:reserved_words:49 62:"end":0:64 = "end":256 TRUE
LEVEL_18:reserved_words:49 TRUE
LEVEL_17:name:39 FALSE
LEVEL_16:operator_content:198 217:"call":219:228 = "end":256 FALSE
LEVEL_16:operator_content:198 228:"begin":230:243 = "end":256 FALSE
LEVEL_16:operator_content:198 243:"if":245:254 = "end":256 FALSE
LEVEL_16:operator_content:198 254:"while":256:0 = "end":256 FALSE
LEVEL_16:operator_content:198 FALSE
LEVEL_15:operator:264 TRUE
LEVEL_14:operator_content:198 233:";":235:238 = "end":256 FALSE
LEVEL_14:operator_content:198 238:"end":0:0 = "end":256 TRUE
LEVEL_14:operator_content:198 TRUE
LEVEL_13:operator:264 TRUE
LEVEL_12:operator_content:198 TRUE
LEVEL_11:operator:264 TRUE
LEVEL_10:operator_content:198 233:";":235:238 = ";":257 TRUE
LEVEL_10:operator_content:198 235:"operator"-->264 NON_TERMINAL
LEVEL_11:operator:264 entry 269
LEVEL_11:operator:264 269:"operator_content"-->198 NON_TERMINAL
LEVEL_12:operator_content:198 entry 204
LEVEL_12:operator_content:198 204:"name"-->39 NON_TERMINAL
LEVEL_13:name:39 entry 42
LEVEL_13:name:39 42:EXCLUDE_ON:44:0
LEVEL_13:name:39 44:"reserved_words"-->49 NON_TERMINAL
LEVEL_14:reserved_words:49 entry 52
LEVEL_14:reserved_words:49 52:"const":0:54 = "end":263 FALSE
LEVEL_14:reserved_words:49 54:"var":0:56 = "end":263 FALSE
LEVEL_14:reserved_words:49 56:"procedure":0:58 = "end":263 FALSE
LEVEL_14:reserved_words:49 58:"call":0:60 = "end":263 FALSE
LEVEL_14:reserved_words:49 60:"begin":0:62 = "end":263 FALSE
LEVEL_14:reserved_words:49 62:"end":0:64 = "end":263 TRUE
LEVEL_14:reserved_words:49 TRUE
LEVEL_13:name:39 FALSE
LEVEL_12:operator_content:198 217:"call":219:228 = "end":263 FALSE
LEVEL_12:operator_content:198 228:"begin":230:243 = "end":263 FALSE
LEVEL_12:operator_content:198 243:"if":245:254 = "end":263 FALSE
LEVEL_12:operator_content:198 254:"while":256:0 = "end":263 FALSE
LEVEL_12:operator_content:198 FALSE
LEVEL_11:operator:264 TRUE
LEVEL_10:operator_content:198 233:";":235:238 = "end":263 FALSE
LEVEL_10:operator_content:198 238:"end":0:0 = "end":263 TRUE
LEVEL_10:operator_content:198 TRUE
LEVEL_9:operator:264 TRUE
LEVEL_8:operator_content:198 TRUE
LEVEL_7:operator:264 TRUE
LEVEL_6:operator_content:198 233:";":235:238 = ";":264 TRUE
LEVEL_6:operator_content:198 235:"operator"-->264 NON_TERMINAL
LEVEL_7:operator:264 entry 269
LEVEL_7:operator:264 269:"operator_content"-->198 NON_TERMINAL
LEVEL_8:operator_content:198 entry 204
LEVEL_8:operator_content:198 204:"name"-->39 NON_TERMINAL
LEVEL_9:name:39 entry 42
LEVEL_9:name:39 42:EXCLUDE_ON:44:0
LEVEL_9:name:39 44:"reserved_words"-->49 NON_TERMINAL
LEVEL_10:reserved_words:49 entry 52
LEVEL_10:reserved_words:49 52:"const":0:54 = "end":266 FALSE
LEVEL_10:reserved_words:49 54:"var":0:56 = "end":266 FALSE
LEVEL_10:reserved_words:49 56:"procedure":0:58 = "end":266 FALSE
LEVEL_10:reserved_words:49 58:"call":0:60 = "end":266 FALSE
LEVEL_10:reserved_words:49 60:"begin":0:62 = "end":266 FALSE
LEVEL_10:reserved_words:49 62:"end":0:64 = "end":266 TRUE
LEVEL_10:reserved_words:49 TRUE
LEVEL_9:name:39 FALSE
LEVEL_8:operator_content:198 217:"call":219:228 = "end":266 FALSE
LEVEL_8:operator_content:198 228:"begin":230:243 = "end":266 FALSE
LEVEL_8:operator_content:198 243:"if":245:254 = "end":266 FALSE
LEVEL_8:operator_content:198 254:"while":256:0 = "end":266 FALSE
LEVEL_8:operator_content:198 FALSE
LEVEL_7:operator:264 TRUE
LEVEL_6:operator_content:198 233:";":235:238 = "end":266 FALSE
LEVEL_6:operator_content:198 238:"end":0:0 = "end":266 TRUE
LEVEL_6:operator_content:198 TRUE
LEVEL_5:operator:264 TRUE
LEVEL_4:block:178 TRUE
LEVEL_3:proc_sector:163 174:";":0:0 = ";":267 TRUE
LEVEL_3:proc_sector:163 TRUE
LEVEL_2:block:178 191:"proc_sector"-->163 NON_TERMINAL
LEVEL_3:proc_sector:163 entry 166
LEVEL_3:proc_sector:163 166:"procedure":168:0 = "procedure":270 TRUE
LEVEL_3:proc_sector:163 168:"name"-->39 NON_TERMINAL
LEVEL_4:name:39 entry 42
LEVEL_4:name:39 42:EXCLUDE_ON:44:0
LEVEL_4:name:39 44:"reserved_words"-->49 NON_TERMINAL
LEVEL_5:reserved_words:49 entry 52
LEVEL_5:reserved_words:49 52:"const":0:54 = "gcd":272 FALSE
LEVEL_5:reserved_words:49 54:"var":0:56 = "gcd":272 FALSE
LEVEL_5:reserved_words:49 56:"procedure":0:58 = "gcd":272 FALSE
LEVEL_5:reserved_words:49 58:"call":0:60 = "gcd":272 FALSE
LEVEL_5:reserved_words:49 60:"begin":0:62 = "gcd":272 FALSE
LEVEL_5:reserved_words:49 62:"end":0:64 = "gcd":272 FALSE
LEVEL_5:reserved_words:49 64:"if":0:66 = "gcd":272 FALSE
LEVEL_5:reserved_words:49 66:"then":0:68 = "gcd":272 FALSE
LEVEL_5:reserved_words:49 68:"while":0:70 = "gcd":272 FALSE
LEVEL_5:reserved_words:49 70:"do":0:0 = "gcd":272 FALSE
LEVEL_5:reserved_words:49 FALSE
LEVEL_4:name:39 46:EXCLUDE_OFF:0:0
LEVEL_4:name:39 TRUE
LEVEL_3:proc_sector:163 170:";":172:0 = ";":273 TRUE
LEVEL_3:proc_sector:163 172:"block"-->178 NON_TERMINAL
LEVEL_4:block:178 entry 183
LEVEL_4:block:178 183:"const_sector"-->123 NON_TERMINAL
LEVEL_5:const_sector:123 entry 126
LEVEL_5:const_sector:123 126:"const":128:0 = "var":275 FALSE
LEVEL_5:const_sector:123 FALSE
LEVEL_4:block:178 187:"var_sector"-->146 NON_TERMINAL
LEVEL_5:var_sector:146 entry 149
LEVEL_5:var_sector:146 149:"var":151:0 = "var":275 TRUE
LEVEL_5:var_sector:146 151:"name"-->39 NON_TERMINAL
LEVEL_6:name:39 entry 42
LEVEL_6:name:39 42:EXCLUDE_ON:44:0
LEVEL_6:name:39 44:"reserved_words"-->49 NON_TERMINAL
LEVEL_7:reserved_words:49 entry 52
LEVEL_7:reserved_words:49 52:"const":0:54 = "f":277 FALSE
LEVEL_7:reserved_words:49 54:"var":0:56 = "f":277 FALSE
LEVEL_7:reserved_words:49 56:"procedure":0:58 = "f":277 FALSE
LEVEL_7:reserved_words:49 58:"call":0:60 = "f":277 FALSE
LEVEL_7:reserved_words:49 60:"begin":0:62 = "f":277 FALSE
LEVEL_7:reserved_words:49 62:"end":0:64 = "f":277 FALSE
LEVEL_7:reserved_words:49 64:"if":0:66 = "f":277 FALSE
LEVEL_7:reserved_words:49 66:"then":0:68 = "f":277 FALSE
LEVEL_7:reserved_words:49 68:"while":0:70 = "f":277 FALSE
LEVEL_7:reserved_words:49 70:"do":0:0 = "f":277 FALSE
LEVEL_7:reserved_words:49 FALSE
LEVEL_6:name:39 46:EXCLUDE_OFF:0:0
LEVEL_6:name:39 TRUE
LEVEL_5:var_sector:146 155:",":157:160 = ",":278 TRUE
LEVEL_5:var_sector:146 157:"name"-->39 NON_TERMINAL
LEVEL_6:name:39 entry 42
LEVEL_6:name:39 42:EXCLUDE_ON:44:0
LEVEL_6:name:39 44:"reserved_words"-->49 NON_TERMINAL
LEVEL_7:reserved_words:49 entry 52
LEVEL_7:reserved_words:49 52:"const":0:54 = "g":279 FALSE
LEVEL_7:reserved_words:49 54:"var":0:56 = "g":279 FALSE
LEVEL_7:reserved_words:49 56:"procedure":0:58 = "g":279 FALSE
LEVEL_7:reserved_words:49 58:"call":0:60 = "g":279 FALSE
LEVEL_7:reserved_words:49 60:"begin":0:62 = "g":279 FALSE
